number,title,difficulty,tags,question,code
,Jump Game VII,Medium,Greedy,"Jump Game VII
Attempted
Medium
Topics
premium lock icon
Companies
Hint
You are given a 0-indexed binary string s and two integers minJump and maxJump. In the beginning, you are standing at index 0, which is equal to '0'. You can move from index i to index j if the following conditions are fulfilled:

i + minJump <= j <= min(i + maxJump, s.length - 1), and
s[j] == '0'.
Return true if you can reach index s.length - 1 in s, or false otherwise.

 

Example 1:

Input: s = ""011010"", minJump = 2, maxJump = 3
Output: true
Explanation:
In the first step, move from index 0 to index 3. 
In the second step, move from index 3 to index 5.
Example 2:

Input: s = ""01101110"", minJump = 2, maxJump = 3
Output: false
 

Constraints:

2 <= s.length <= 105
s[i] is either '0' or '1'.
s[0] == '0'
1 <= minJump <= maxJump < s.length","# class Solution:
#     def canReach(self, s: str, minJump: int, maxJump: int) -> bool:
#         n = len(s)-1
#         memo = {}

#         def rec(idx):
#             if idx == n:
#                 return True
            
#             if idx > n:
#                 return False
#             if idx in memo:
#                 return memo[idx]
            
#             ans = False
#             for i in range(maxJump, minJump-1, -1):
#                 new_idx = (idx + i)
#                 if new_idx > n  or s[new_idx] != '0':
#                     if  new_idx == n and  s[new_idx] != '0':
#                         memo[idx] = False
#                         return False
#                     continue
                
#                 if rec(new_idx):
#                     memo[idx] = True
#                     return True

            
#             memo[idx] = False
            
#             return False
        
#         return False if s[0] != '0' else rec(0)



class Solution:
    def canReach(self, s: str, minJump: int, maxJump: int) -> bool:
        n = len(s)
        dp = [None] * n
        dp[n - 1] = True

        def dfs(i):
            if dp[i] is not None:
                return dp[i]

            dp[i] = False
            for j in range(i + minJump, min(n, i + maxJump + 1)):
                if s[j] == '0' and dfs(j):
                    dp[i] = True
                    break

            return dp[i]

        if s[-1] == '1':
            return False
        return dfs(0)"
,Gas Station,Medium,Greedy,"Gas Station
Solved 
There are n gas stations along a circular route. You are given two integer arrays gas and cost where:

gas[i] is the amount of gas at the ith station.
cost[i] is the amount of gas needed to travel from the ith station to the (i + 1)th station. (The last station is connected to the first station)
You have a car that can store an unlimited amount of gas, but you begin the journey with an empty tank at one of the gas stations.

Return the starting gas station's index such that you can travel around the circuit once in the clockwise direction. If it's impossible, then return -1.

It's guaranteed that at most one solution exists.

Example 1:

Input: gas = [1,2,3,4], cost = [2,2,4,1]

Output: 3
Explanation: Start at station 3 (index 3) and fill up with 4 unit of gas. Your tank = 0 + 4 = 4
Travel to station 0. Your tank = 4 - 1 + 1 = 4
Travel to station 1. Your tank = 4 - 2 + 2 = 4
Travel to station 2. Your tank = 4 - 2 + 3 = 5
Travel to station 3. Your tank = 5 - 4 + 4 = 5

Example 2:

Input: gas = [1,2,3], cost = [2,3,2]

Output: -1
Explanation:
You can't start at station 0 or 1, since there isn't enough gas to travel to the next station.
If you start at station 2, you can move to station 0, and then station 1.
At station 1 your tank = 0 + 3 - 2 + 1 - 2 = 0.
You're stuck at station 1, so you can't travel around the circuit.

Constraints:

1 <= gas.length == cost.length <= 1000
0 <= gas[i], cost[i] <= 1000","class Solution:
    def canCompleteCircuit(self, gas: List[int], cost: List[int]) -> int:

        def is_possible(idx, fuel, used):
            if fuel < 0:
                return False
            if idx in used.keys() and used[idx]:
                return True

            old_fuel = fuel
            fuel = fuel + (gas[idx] - cost[idx])
            used[idx] = True
            old_idx = idx
            if idx ==len(gas) -1:
                idx = 0
            else:
                idx += 1
            print(f""start idx: {old_idx}, moving to idx: {idx}, old fuel: {old_fuel}, with this much fuel left at destination: {fuel}"")

            ans = is_possible(idx, fuel, used)

            fuel = old_fuel
            used[idx] = False
            idx = old_idx

            return ans
            
        
        for i in range(len(gas)):
            print(""\n\nnew round:"")
            if is_possible(i, 0, {}):
                return i
        return -1"
,Hand of Straights,Medium,Greedy,"Hand of Straights
Solved 
You are given an integer array hand where hand[i] is the value written on the ith card and an integer groupSize.

You want to rearrange the cards into groups so that each group is of size groupSize, and card values are consecutively increasing by 1.

Return true if it's possible to rearrange the cards in this way, otherwise, return false.

Example 1:

Input: hand = [1,2,4,2,3,5,3,4], groupSize = 4

Output: true
Explanation: The cards can be rearranged as [1,2,3,4] and [2,3,4,5].

Example 2:

Input: hand = [1,2,3,3,4,5,6,7], groupSize = 4

Output: false
Explanation: The closest we can get is [1,2,3,4] and [3,5,6,7], but the cards in the second group are not consecutive.

Constraints:

1 <= hand.length <= 1000
0 <= hand[i] <= 1000
1 <= groupSize <= hand.length","class Solution:
    def isNStraightHand(self, hand: List[int], groupSize: int) -> bool:
        hand.sort()
        hands = [[hand[0]]]
        for i in range(1, len(hand)):
            added = False
            for fan in hands:
                if added == True:
                    continue
                if len(fan) == groupSize:
                    continue
                if hand[i] == fan[-1] + 1:
                    fan.append(hand[i])
                    added = True
            
            if added == False:
                hands.append([hand[i]])
        
        for fan in hands:
            if len(fan) != groupSize:
                return False
        
        return True
                


        "
,Dota2 Senate,Medium,Greedy,"Dota2 Senate
Solved
Medium
Topics
premium lock icon
Companies
In the world of Dota2, there are two parties: the Radiant and the Dire.

The Dota2 senate consists of senators coming from two parties. Now the Senate wants to decide on a change in the Dota2 game. The voting for this change is a round-based procedure. In each round, each senator can exercise one of the two rights:

Ban one senator's right: A senator can make another senator lose all his rights in this and all the following rounds.
Announce the victory: If this senator found the senators who still have rights to vote are all from the same party, he can announce the victory and decide on the change in the game.
Given a string senate representing each senator's party belonging. The character 'R' and 'D' represent the Radiant party and the Dire party. Then if there are n senators, the size of the given string will be n.

The round-based procedure starts from the first senator to the last senator in the given order. This procedure will last until the end of voting. All the senators who have lost their rights will be skipped during the procedure.

Suppose every senator is smart enough and will play the best strategy for his own party. Predict which party will finally announce the victory and change the Dota2 game. The output should be ""Radiant"" or ""Dire"".

 

Example 1:

Input: senate = ""RD""
Output: ""Radiant""
Explanation: 
The first senator comes from Radiant and he can just ban the next senator's right in round 1. 
And the second senator can't exercise any rights anymore since his right has been banned. 
And in round 2, the first senator can just announce the victory since he is the only guy in the senate who can vote.
Example 2:

Input: senate = ""RDD""
Output: ""Dire""
Explanation: 
The first senator comes from Radiant and he can just ban the next senator's right in round 1. 
And the second senator can't exercise any rights anymore since his right has been banned. 
And the third senator comes from Dire and he can ban the first senator's right in round 1. 
And in round 2, the third senator can just announce the victory since he is the only guy in the senate who can vote.
 

Constraints:

n == senate.length
1 <= n <= 104
senate[i] is either 'R' or 'D'.","# class Solution:
#     def predictPartyVictory(self, senate: str) -> str:
#         party_count = defaultdict(int)

#         for party in senate:
#             party_count[party] += 1
        
#         D_to_remove = 0
#         R_to_remove = 0
#         for party in senate:
#             if party == 'D' and D_to_remove > 0:
#                 D_to_remove -= 1
#                 continue
#             if party == 'R' and R_to_remove > 0:
#                 R_to_remove -= 1
#                 continue

#             if party == 'R':
#                 party_count['D'] -= 1
#                 D_to_remove += 1
#             else:
#                 party_count['R'] -= 1
#                 R_to_remove += 1
            
#             if party_count['R'] == 0:
#                 return 'Dire'
#             if party_count['D'] == 0:
#                 return 'Radiant'
#         if party_count['R'] == party_count['D']:
#             return 'Radiant' if senate[-1] == 'R' else 'Dire'
#         return 'Radiant' if max(party_count, key=party_count.get) == 'R' else 'Dire'


class Solution:
    def predictPartyVictory(self, senate: str) -> str:
        D, R = deque(), deque()
        n = len(senate)

        for i, c in enumerate(senate):
            if c == 'R':
                R.append(i)
            else:
                D.append(i)

        while D and R:
            dTurn = D.popleft()
            rTurn = R.popleft()

            if rTurn < dTurn:
                R.append(rTurn + n)
            else:
                D.append(dTurn + n)

        return ""Radiant"" if R else ""Dire"""
,Merge Triplets to Form Target,Medium,Greedy,"Merge Triplets to Form Target
Solved 
You are given a 2D array of integers triplets, where triplets[i] = [ai, bi, ci] represents the ith triplet. You are also given an array of integers target = [x, y, z] which is the triplet we want to obtain.

To obtain target, you may apply the following operation on triplets zero or more times:

Choose two different triplets triplets[i] and triplets[j] and update triplets[j] to become [max(ai, aj), max(bi, bj), max(ci, cj)].
* E.g. if triplets[i] = [1, 3, 1] and triplets[j] = [2, 1, 2], triplets[j] will be updated to [max(1, 2), max(3, 1), max(1, 2)] = [2, 3, 2].

Return true if it is possible to obtain target as an element of triplets, or false otherwise.

Example 1:

Input: triplets = [[1,2,3],[7,1,1]], target = [7,2,3]

Output: true
Explanation:
Choose the first and second triplets, update the second triplet to be [max(1, 7), max(2, 1), max(3, 1)] = [7, 2, 3].

Example 2:

Input: triplets = [[2,5,6],[1,4,4],[5,7,5]], target = [5,4,6]

Output: false
Constraints:

1 <= triplets.length <= 1000
1 <= ai, bi, ci, x, y, z <= 100","class Solution:
    def mergeTriplets(self, triplets: List[List[int]], target: List[int]) -> bool:


        store = [-1000000,-1000000,-1000000]

        for a, b, c in triplets:
            if a > target[0] or b > target[1] or c > target[2]:
                continue
            
            store = [max(store[0], a),\
                     max(store[1], b),
                     max(store[2], c)
                    ]
            print(store)
        return store == target

            

        "
,Partition Labels,Medium,Greedy,"Partition Labels
Solved 
You are given a string s consisting of lowercase english letters.

We want to split the string into as many substrings as possible, while ensuring that each letter appears in at most one substring.

Return a list of integers representing the size of these substrings in the order they appear in the string.

Example 1:

Input: s = ""xyxxyzbzbbisl""

Output: [5, 5, 1, 1, 1]
Explanation: The string can be split into [""xyxxy"", ""zbzbb"", ""i"", ""s"", ""l""].

Example 2:

Input: s = ""abcabc""

Output: [6]
Constraints:

1 <= s.length <= 100","# class Solution:
#     def partitionLabels(self, s: str) -> List[int]:
#         #find the first letter 
#         #find the last position of the first in the string
#         #check all letters in substring
#         #from right find first appearance of one of the letters in the substring
#         #and thats the substring
#         # remove substring found
#         # repeat until no letters are left in s
#         ans = []
#         while s != '':
#             left = 0
#             right = len(s)-1

#             while left < right and s[left] != s[right]:
#                 right -= 1
            
#             dic = {}
#             for i in range(left, right + 1):
#                 dic[s[i]] = True
            
#             left = 0
#             right = len(s)-1
            
#             print(dic)
#             while left < right and s[right] not in dic.keys():
#                 right -= 1
#             ans.append(right-left+1)
#             s = s[right+1:]
        
#         return ans
        
class Solution:
    def partitionLabels(self, s: str) -> List[int]:
        last_index = defaultdict(int)

        for i in range(len(s)):
            last_index[s[i]] = max(last_index[s[i]], i)
        
        print(last_index)
        
        count = 1
        curr = 0
        end = 0
        ans = []
        while curr < len(s):
            curr_letter = s[curr]
            end = max(end, last_index[curr_letter])
            if curr == end:
                ans.append(count)
                count = 0
            curr += 1
            count += 1 
        
        return ans
"
,Valid Parenthesis String,Medium,Greedy,"Valid Parenthesis String
Solved 
You are given a string s which contains only three types of characters: '(', ')' and '*'.

Return true if s is valid, otherwise return false.

A string is valid if it follows all of the following rules:

Every left parenthesis '(' must have a corresponding right parenthesis ')'.
Every right parenthesis ')' must have a corresponding left parenthesis '('.
Left parenthesis '(' must go before the corresponding right parenthesis ')'.
A '*' could be treated as a right parenthesis ')' character or a left parenthesis '(' character, or as an empty string """".
Example 1:

Input: s = ""((**)""

Output: true
Explanation: One of the '*' could be a ')' and the other could be an empty string.

Example 2:

Input: s = ""(((*)""

Output: false
Explanation: The string is not valid because there is an extra '(' at the beginning, regardless of the extra '*'.

Constraints:

1 <= s.length <= 100","class Solution:
    def checkValidString(self, s: str) -> bool:
        memo = {}
        def rec(idx, open_count):
            if open_count < 0:
                return False
            if idx == len(s) and open_count == 0:
                return True
            if idx == len(s):
                return False
            if (idx, open_count) in memo:
                return memo[(idx, open_count)]
            
            val = s[idx]
            ans = False
            if val == ""("":
                ans = rec(idx + 1, open_count + 1)
            elif val == "")"":
                ans = rec(idx + 1, open_count - 1)
            else:
                # * is open parenthesis 
                op_1 = rec(idx + 1, open_count + 1)
                # * is clos parenthesis 
                op_2 = rec(idx + 1, open_count - 1)
                # * is empty string
                op_3 = rec(idx + 1, open_count)

                ans = op_1 or op_2 or op_3
            memo[(idx, open_count)] = ans
            
            return ans
        

        return rec(0,0)"
,Insert Interval,Medium,Intervals,"Insert Interval
Solved 
You are given an array of non-overlapping intervals intervals where intervals[i] = [start_i, end_i] represents the start and the end time of the ith interval. intervals is initially sorted in ascending order by start_i.

You are given another interval newInterval = [start, end].

Insert newInterval into intervals such that intervals is still sorted in ascending order by start_i and also intervals still does not have any overlapping intervals. You may merge the overlapping intervals if needed.

Return intervals after adding newInterval.

Note: Intervals are non-overlapping if they have no common point. For example, [1,2] and [3,4] are non-overlapping, but [1,2] and [2,3] are overlapping.

Example 1:

Input: intervals = [[1,3],[4,6]], newInterval = [2,5]

Output: [[1,6]]
Example 2:

Input: intervals = [[1,2],[3,5],[9,10]], newInterval = [6,7]

Output: [[1,2],[3,5],[6,7],[9,10]]
Constraints:

0 <= intervals.length <= 1000
newInterval.length == intervals[i].length == 2
0 <= start <= end <= 1000","class Solution:
    def insert(self, intervals: List[List[int]], newInterval: List[int]) -> List[List[int]]:
        
        # first_start = intervals[0][0]
        # first_end = intervals[0][1]

        # for i in range(1, len(intervals)):
        #     second_start = intervals[i][0]
        #     second_end = intervals[i][1]

        #     if newInterval[0] > first_end and newInterval[1] < second_start:
        #         #insert interval into i postion and return
        #         print(f""here if 1"")
        #         intervals.insert(i, newInterval)
        #         return intervals
        #     elif newInterval[0] <= first_end and newInterval[1] >= second_start:
        #         print(f""here if 2"")
        #         new_list = [min(newInterval[0], first_start), max(newInterval[1], second_end)]
        #         intervals.pop(i)
        #         intervals.insert(i, new_list)
        #         intervals.pop(i-1)
        #     elif newInterval[0] <= first_end and newInterval[1] < second_start:
        #         print(f""here if 3eee"")
        #         intervals[i-1][1] = max(first_end, newInterval[1])

        #     elif newInterval[0] >= first_end and newInterval[1] <= second_end:
        #         print(f""here if 3"")
        #         new_list = [min(newInterval[0], first_end), max(newInterval[1], second_end)]
        #         intervals.pop(i)
        #         intervals.insert(i, new_list)
            
        #     elif newInterval[0] <= first_start and newInterval[1] <= first_end:
        #         print(f""here if 4"")
        #         new_list = [min(newInterval[0], first_start), max(newInterval[1], first_end)]
        #         intervals.pop(i-1)
        #         intervals.insert(i-1, new_list)

        #     start = second_start
        #     end = second_end
        
        # print(intervals)
        # return intervals
        ans = []
        for i in range(len(intervals)):
            if newInterval[1] < intervals[i][0]:
                ans.append(newInterval)
                return ans + intervals[i:]
            elif newInterval[0] > intervals[i][1]:
                ans.append(intervals[i])
            else:
                newInterval = [min(newInterval[0], intervals[i][0]), max(newInterval[1], intervals[i][1])]
        
        ans.append(newInterval)
        return ans"
,Merge Intervals,Medium,Intervals,"Merge Intervals
Solved 
Given an array of intervals where intervals[i] = [start_i, end_i], merge all overlapping intervals, and return an array of the non-overlapping intervals that cover all the intervals in the input.

You may return the answer in any order.

Note: Intervals are non-overlapping if they have no common point. For example, [1, 2] and [3, 4] are non-overlapping, but [1, 2] and [2, 3] are overlapping.

Example 1:

Input: intervals = [[1,3],[1,5],[6,7]]

Output: [[1,5],[6,7]]
Example 2:

Input: intervals = [[1,2],[2,3]]

Output: [[1,3]]
Constraints:

1 <= intervals.length <= 1000
intervals[i].length == 2
0 <= start <= end <= 1000","class Solution:
    def merge(self, intervals: List[List[int]]) -> List[List[int]]:
        ans = []
        intervals.sort()
        newInterval = [intervals[0][0],intervals[0][1]]
        for i in range(1, len(intervals)):
            if newInterval[1] < intervals[i][0]:
                ans.append(newInterval)
                newInterval = intervals[i]
            elif newInterval[0] > intervals[i][1]:
                ans.append(intervals[i])
            else:
                newInterval = [min(newInterval[0], intervals[i][0]), max(newInterval[1], intervals[i][1])]
        
        ans.append(newInterval)
        return ans
        "
,Non-overlapping Intervals,Medium,Intervals,"Non-overlapping Intervals
Solved 
Given an array of intervals intervals where intervals[i] = [start_i, end_i], return the minimum number of intervals you need to remove to make the rest of the intervals non-overlapping.

Note: Intervals are non-overlapping even if they have a common point. For example, [1, 3] and [2, 4] are overlapping, but [1, 2] and [2, 3] are non-overlapping.

Example 1:

Input: intervals = [[1,2],[2,4],[1,4]]

Output: 1
Explanation: After [1,4] is removed, the rest of the intervals are non-overlapping.

Example 2:

Input: intervals = [[1,2],[2,4]]

Output: 0
Constraints:

1 <= intervals.length <= 1000
intervals[i].length == 2
-50000 <= starti < endi <= 50000","# class Solution:
#     def eraseOverlapIntervals(self, intervals: List[List[int]]) -> int:
#         intervals.sort()
#         new_interval = intervals[0][:]
#         count = 0

#         for i in range(1, len(intervals)):
#             if new_interval[1] <= intervals[i][0]:
#                 new_interval = intervals[i]
#                 continue
#             elif new_interval[0] >= intervals[i][1]:
#                 continue
#             else:
#                 new_interval = [min(new_interval[0], intervals[i][0]), min(new_interval[1], intervals[i][1])]
#                 count += 1
        
#         return count

class Solution:
    def eraseOverlapIntervals(self, intervals: List[List[int]]) -> int:
        intervals.sort()
        prev_end = intervals[0][1]
        count = 0

        for start, end in intervals[1:]:
            if prev_end <= start:
                prev_end = end
            else:
                prev_end = min(prev_end, end)
                count += 1
        
        return count"
,Meeting Rooms,Easy,Intervals,"Meeting Rooms
Solved 
Given an array of meeting time interval objects consisting of start and end times [[start_1,end_1],[start_2,end_2],...] (start_i < end_i), determine if a person could add all meetings to their schedule without any conflicts.

Example 1:

Input: intervals = [(0,30),(5,10),(15,20)]

Output: false
Explanation:

(0,30) and (5,10) will conflict
(0,30) and (15,20) will conflict
Example 2:

Input: intervals = [(5,8),(9,15)]

Output: true
Note:

(0,8),(8,10) is not considered a conflict at 8
Constraints:

0 <= intervals.length <= 500
0 <= intervals[i].start < intervals[i].end <= 1,000,000","""""""
Definition of Interval:
class Interval(object):
    def __init__(self, start, end):
        self.start = start
        self.end = end
""""""

class Solution:
    def canAttendMeetings(self, intervals: List[Interval]) -> bool:
        intervals.sort(key=lambda x: x.start)
        prev = 0
        for curr in range(1, len(intervals)):
            if intervals[prev].end > intervals[curr].start:
                return False
            else:
                prev = curr
        return True"
,Meeting Rooms II,Medium,Intervals,"Meeting Rooms II
Solved 
Given an array of meeting time interval objects consisting of start and end times [[start_1,end_1],[start_2,end_2],...] (start_i < end_i), find the minimum number of days required to schedule all meetings without any conflicts.

Note: (0,8),(8,10) is not considered a conflict at 8.

Example 1:

Input: intervals = [(0,40),(5,10),(15,20)]

Output: 2
Explanation:
day1: (0,40)
day2: (5,10),(15,20)

Example 2:

Input: intervals = [(4,9)]

Output: 1
Constraints:

0 <= intervals.length <= 500
0 <= intervals[i].start < intervals[i].end <= 1,000,000","""""""
Definition of Interval:
class Interval(object):
    def __init__(self, start, end):
        self.start = start
        self.end = end
""""""

class Solution:
    def minMeetingRooms(self, intervals: List[Interval]) -> int:
        start = [i.start for i in intervals]
        end = [i.end for i in intervals]
        start.sort()
        end.sort()

        count = 0
        max_at_the_same_time = 0

        start_pointer = 0
        end_pointer = 0

        while start_pointer < len(intervals):
            if start[start_pointer] < end[end_pointer]:
                count += 1
                start_pointer += 1
            else: 
                end_pointer += 1
                count -= 1
            
            max_at_the_same_time = max(max_at_the_same_time, count)

        return max_at_the_same_time

        "
,Excel Sheet Column Title,Easy,Math & Geometry,"Excel Sheet Column Title
Solved
Easy
Topics
premium lock icon
Companies
Given an integer columnNumber, return its corresponding column title as it appears in an Excel sheet.

For example:

A -> 1
B -> 2
C -> 3
...
Z -> 26
AA -> 27
AB -> 28 
...
 

Example 1:

Input: columnNumber = 1
Output: ""A""
Example 2:

Input: columnNumber = 28
Output: ""AB""
Example 3:

Input: columnNumber = 701
Output: ""ZY""
 

Constraints:

1 <= columnNumber <= 231 - 1","class Solution:
    def convertToTitle(self, columnNumber: int) -> str:
        res = """"
        while columnNumber > 0:
            remainder = (columnNumber-1) %26
            res = chr(ord('A')+remainder) + res
            columnNumber = (columnNumber-1) //26
        return res"
,Greatest Common Divisor of Strings,Easy,Math & Geometry,"Greatest Common Divisor of Strings
Solved
Easy
Topics
premium lock icon
Companies
Hint
For two strings s and t, we say ""t divides s"" if and only if s = t + t + t + ... + t + t (i.e., t is concatenated with itself one or more times).

Given two strings str1 and str2, return the largest string x such that x divides both str1 and str2.

 

Example 1:

Input: str1 = ""ABCABC"", str2 = ""ABC""
Output: ""ABC""
Example 2:

Input: str1 = ""ABABAB"", str2 = ""ABAB""
Output: ""AB""
Example 3:

Input: str1 = ""LEET"", str2 = ""CODE""
Output: """"
 

Constraints:

1 <= str1.length, str2.length <= 1000
str1 and str2 consist of English uppercase letters.","class Solution:
    def gcdOfStrings(self, str1: str, str2: str) -> str:
        len1 = len(str1)
        len2 = len(str2)

        def is_Divisor(str_len):
            if len1 % str_len != 0 or len2 % str_len != 0:
                return False
            str1_num_of_repeats = len1//str_len
            str2_num_of_repeats = len2//str_len
            return ((str1[:str_len] * str1_num_of_repeats) == str1) and ((str1[:str_len] * str2_num_of_repeats) == str2)
        
        for i in range(min(len1, len2), 0, -1):
            if is_Divisor(i):
                return str1[:i]
        
        return """""
,Transpose Matrix,Easy,Math & Geometry,"Transpose Matrix
Solved
Easy
Topics
premium lock icon
Companies
Hint
Given a 2D integer array matrix, return the transpose of matrix.

The transpose of a matrix is the matrix flipped over its main diagonal, switching the matrix's row and column indices.



 

Example 1:

Input: matrix = [[1,2,3],[4,5,6],[7,8,9]]
Output: [[1,4,7],[2,5,8],[3,6,9]]
Example 2:

Input: matrix = [[1,2,3],[4,5,6]]
Output: [[1,4],[2,5],[3,6]]
 

Constraints:

m == matrix.length
n == matrix[i].length
1 <= m, n <= 1000
1 <= m * n <= 105
-109 <= matrix[i][j] <= 109","class Solution:
    def transpose(self, matrix: List[List[int]]) -> List[List[int]]:
        tm = [[0 for _ in range(len(matrix))] for _ in range(len(matrix[0]))]
        # print(f""tm: {tm}"")
        for i in range(len(matrix)):
            for j in range(len(matrix[i])):
                tm[j][i] = matrix[i][j]
        
        return tm"
,Rotate Image,Medium,Math & Geometry,"Rotate Image
Solved 
Given a square n x n matrix of integers matrix, rotate it by 90 degrees clockwise.

You must rotate the matrix in-place. Do not allocate another 2D matrix and do the rotation.

Example 1:



Input: matrix = [
  [1,2],
  [3,4]
]

Output: [
  [3,1],
  [4,2]
]
Example 2:



Input: matrix = [
  [1,2,3],
  [4,5,6],
  [7,8,9]
]

Output: [
  [7,4,1],
  [8,5,2],
  [9,6,3]
]
Constraints:

n == matrix.length == matrix[i].length
1 <= n <= 20
-1000 <= matrix[i][j] <= 1000","# class Solution:
#     def rotate(self, matrix: List[List[int]]) -> None:
#         n = len(matrix)
#         m = len(matrix[0])

#         print(f""before: {matrix}"")
#         for i in range(n):
#             for j in range(i, m):
#                 matrix[i][j], matrix[j][i]= matrix[j][i], matrix[i][j]
#         print(f""after: {matrix}"")

#         for i in range(n):
#             left = 0
#             right = m - 1
#             while left < right:
#                 matrix[i][left], matrix[i][right]= matrix[i][right], matrix[i][left]
#                 left += 1
#                 right -= 1

class Solution:
    def rotate(self, matrix: List[List[int]]) -> None:
        n = len(matrix)
        m = len(matrix[0])

        for i in range(n):
            for j in range(m):
                if i + j < n - 1:
                    matrix[i][j], matrix[n - 1 - j][n - 1 - i] = matrix[n - 1 - j][n - 1 - i], matrix[i][j]

        left = 0
        right = m - 1
        while left < right:
            matrix[left], matrix[right]= matrix[right], matrix[left]
            left += 1
            right -= 1

# before: [[1, 2, 3], 
#          [4, 5, 6], 
#          [7, 8, 9]]

# after: [[1, 4, 7], 
#         [2, 5, 8], 
#         [3, 6, 9]]

# after: [[9, 6, 3], 
#         [8, 5, 2], 
#         [7, 4, 1]]"
,Spiral Matrix,Medium,Math & Geometry,"Spiral Matrix
Solved 
Given an m x n matrix of integers matrix, return a list of all elements within the matrix in spiral order.

Example 1:



Input: matrix = [[1,2],[3,4]]

Output: [1,2,4,3]
Example 2:



Input: matrix = [[1,2,3],[4,5,6],[7,8,9]]

Output: [1,2,3,6,9,8,7,4,5]
Example 3:

Input: matrix = [[1,2,3,4],[5,6,7,8],[9,10,11,12]]

Output: [1,2,3,4,8,12,11,10,9,5,6,7]
Constraints:

1 <= matrix.length, matrix[i].length <= 10
-100 <= matrix[i][j] <= 100","class Solution:
    def spiralOrder(self, matrix: List[List[int]]) -> List[int]:
        n = len(matrix)
        m = len(matrix[0])

        left = 0
        right = m
        bottom = 0
        up = n

        ans = []
        while left < right and bottom < up:
            for i in range(left, right):
                ans.append(matrix[bottom][i])
            bottom += 1

            for i in range(bottom, up):
                ans.append(matrix[i][right-1])
            right -= 1

            if left >= right or bottom >= up:
                break
                
            for i in range(right-1, left-1, -1):
                ans.append(matrix[up-1][i])
            up -= 1


            for i in range(up -1, bottom -1, -1):
                ans.append(matrix[i][left])
            left += 1

        return ans"
,Set Matrix Zeroes,Medium,Math & Geometry,"Set Matrix Zeroes
Solved 
Given an m x n matrix of integers matrix, if an element is 0, set its entire row and column to 0's.

You must update the matrix in-place.

Follow up: Could you solve it using O(1) space?

Example 1:



Input: matrix = [
  [0,1],
  [1,0]
]

Output: [
  [0,0],
  [0,0]
]
Example 2:



Input: matrix = [
  [1,2,3],
  [4,0,5],
  [6,7,8]
]

Output: [
  [1,0,3],
  [0,0,0],
  [6,0,8]
]
Constraints:

1 <= matrix.length, matrix[0].length <= 100
-2^31 <= matrix[i][j] <= (2^31) - 1","class Solution:
    def setZeroes(self, matrix: List[List[int]]) -> None:
        num_rows = len(matrix)
        num_cols = len(matrix[0])

        is_first_row_zero = 1
        
        for i in range(num_rows):
            for j in range(num_cols):
                if matrix[i][j] == 0:
                    if i == 0:
                        is_first_row_zero = 0
                    else:
                        matrix[i][0] = 0
                        matrix[0][j] = 0


        is_first_col_zero = matrix[0][0]
        for i in range(num_rows-1, 0, -1):
            for j in range(num_cols-1, -1, -1): 
                if matrix[i][0] == 0 or matrix[0][j] == 0:
                    matrix[i][j] = 0
        

        if is_first_row_zero == 0:
            for j in range(num_cols):
                matrix[0][j] = 0        
        
        "
,Happy Number,Easy,Math & Geometry,"Non-Cyclical Number
Solved 
A non-cyclical number is an integer defined by the following algorithm:

Given a positive integer, replace it with the sum of the squares of its digits.
Repeat the above step until the number equals 1, or it loops infinitely in a cycle which does not include 1.
If it stops at 1, then the number is a non-cyclical number.
Given a positive integer n, return true if it is a non-cyclical number, otherwise return false.

Example 1:

Input: n = 100

Output: true
Explanation: 1^2 + 0^2 + 0^2 = 1

Example 2:

Input: n = 101

Output: false
Explanation:
1^2 + 0^2 + 1^2 = 2
2^2 = 4
4^2 = 16
1^2 + 6^2 = 37
3^2 + 7^2 = 58
5^2 + 8^2 = 89
8^2 + 9^2 = 145
1^2 + 4^2 + 5^2 = 42
4^2 + 2^2 = 20
2^2 + 0^2 = 4 (This number has already been seen)

Constraints:

1 <= n <= 1000","class Solution:
    def isHappy(self, n: int) -> bool:
        visit = defaultdict(bool)

        while visit[n] == False:
            visit[n] = True
            n = self.sumOfSquares(n)
            if n == 1:
                return True
        return False

    def sumOfSquares(self, n: int) -> int:
        output = 0

        while n:
            digit = n % 10
            digit = digit ** 2
            output += digit
            n = n // 10
        return output"
,Plus One,Easy,Math & Geometry,"Plus One
Solved 
You are given an integer array digits, where each digits[i] is the ith digit of a large integer. It is ordered from most significant to least significant digit, and it will not contain any leading zero.

Return the digits of the given integer after incrementing it by one.

Example 1:

Input: digits = [1,2,3,4]

Output: [1,2,3,5]
Explanation 1234 + 1 = 1235.

Example 2:

Input: digits = [9,9,9]

Output: [1,0,0,0]
Constraints:

1 <= digits.length <= 100
0 <= digits[i] <= 9","class Solution:
    def plusOne(self, digits: List[int]) -> List[int]:
        n = len(digits)
        next_power = [1]
        carry = 1
        for i in range(n-1,-1,-1):
            new_digit = digits[i] + carry

            remainder = new_digit % 10
            carry = new_digit // 10
            digits[i] = remainder
        
        if carry == 1:
            return next_power + digits
        return digits"
